_step,step,eval/return,eval/return_std,actor_loss,critic1_loss,critic2_loss,attention/entropy_mean,attention/entropy_std,attention/max_weight_mean,attention/effective_context_mean,attention/lag_0,attention/lag_1,attention/lag_2,attention/lag_3,attention/lag_4,attention/lag_5,attention/lag_6,attention/lag_7
110000.0,110000.0,329.973380371606,32.360516640450584,-122.49823760986328,10.228209495544434,7.873987197875977,1.503596862571229,0.20977246047129366,0.493982175758879,4.497838115548611,0.48458205342213734,0.10451708954892125,0.0663370943772151,0.05287041432804286,0.07641898199174664,0.06032549981746841,0.07529301990325105,0.07965584661121697
120000.0,120000.0,302.2162430886738,17.164477848056215,-125.92951965332031,7.145573616027832,5.044238090515137,1.484847508049253,0.23484847447983564,0.5076139701732367,4.414292217420043,0.5038308411074814,0.11276137972441296,0.08377805882966845,0.05382833183815483,0.08491740797168976,0.04804394169496188,0.04554050036434783,0.06729953846928305
130000.0,130000.0,348.47583548307716,23.13545759458551,-128.70889282226562,20.548046112060547,22.64468002319336,1.5079295625093163,0.268962339423316,0.48108522262834597,4.517368176869126,0.47581059517044894,0.12226746537673003,0.05707092972753973,0.054484411710046796,0.07325917335753447,0.06703168551314026,0.08337970171999279,0.06669603742456673
140000.0,140000.0,345.98773056970214,33.8317419738945,-131.39633178710938,7.4857707023620605,7.808807373046875,1.5565106038985377,0.23332653211712245,0.4550335376390836,4.742244770599763,0.4474584054260839,0.13792565121608194,0.04806026221275057,0.066202803720233,0.08827437092472006,0.056329827008515826,0.086258792711834,0.0694898867797811
150000.0,150000.0,412.569061553453,28.471575164246723,-129.72311401367188,10.182039260864258,10.670893669128418,1.538946412757386,0.22945380602819287,0.4615188861077642,4.659678306232668,0.44271332183260864,0.14612536482181665,0.05755022312560398,0.0646593674952224,0.08320772634688782,0.05997249737003842,0.07895379390960887,0.06681770509821308
160000.0,160000.0,424.05159767605,45.07374188839067,-128.30140686035156,22.051044464111328,28.53174591064453,1.5215291094282968,0.22148498203659808,0.47568665529678117,4.579221975854717,0.4627770958364577,0.13316483412028257,0.06725221132074818,0.06426384524477993,0.07217497362608435,0.06177555969544583,0.07341730050812036,0.06517417964808152
170000.0,170000.0,438.06163279845896,131.4654491223308,-129.62413024902344,7.284790992736816,7.123473167419434,1.6263928457666375,0.22124095716980016,0.42740950598932015,5.08549742004068,0.4110523801758172,0.1054266835582234,0.06254123326453694,0.0675502394288551,0.11710742441024109,0.056234086248499814,0.08276435602668751,0.09732359688713872
180000.0,180000.0,355.59384741244344,7.5713835453258085,-131.56642150878906,11.130866050720215,11.760679244995117,1.4895770842549663,0.2504056771523094,0.4837701411451944,4.4352193981949375,0.4682261932399452,0.13417194710494298,0.0477147220995127,0.06938636423609282,0.1094196605094062,0.04553600018197084,0.06131131356813269,0.06423379905999592
190000.0,190000.0,351.9781185668018,34.64100064655376,-131.90902709960938,5.206089973449707,6.006858825683594,1.5595826358927467,0.22170080288731783,0.4508574894359095,4.756835498375836,0.4438661082473922,0.14345754820109416,0.0491968082808464,0.06950523536549415,0.09523012604146386,0.05571369720790048,0.07948644861951931,0.06354402803628935
200000.0,200000.0,338.29253002520335,27.271314018868285,-140.73190307617188,3.3847880363464355,5.5060625076293945,1.5395913284809133,0.26102063549585336,0.4673234793086923,4.66268437526534,0.4654922080000365,0.15032091604774453,0.06145435562227233,0.06125670605951806,0.09314545456312673,0.040580767799193646,0.05882332614933386,0.06892626575877461
210000.0,210000.0,542.6879041367213,68.37310161806691,-139.76304626464844,34.200992584228516,36.395790100097656,1.595177287802349,0.19552349603701566,0.4446139107397989,4.929202882205219,0.4327872262875607,0.12271807723334278,0.07335020842306204,0.06095729892618569,0.07964841161985593,0.06479779839777286,0.09512722634495817,0.07061375276726176
220000.0,220000.0,682.2090963126831,101.6632821834327,-146.48342895507812,8.425458908081055,7.5002336502075195,1.5842200034620537,0.2009066539386286,0.44393621210656586,4.875487032011289,0.41834622336885535,0.12894877956044376,0.07460713570705706,0.06674556171698161,0.10105844605079847,0.04794744562989035,0.07836658106027496,0.08397982690569816
230000.0,230000.0,594.8186709711,20.196179854985502,-146.80357360839844,5.897889614105225,7.5847930908203125,1.5762875411157815,0.2205342050847655,0.4534964368770105,4.836965402392596,0.4245027486178147,0.12615131028751841,0.07374092747974259,0.07723226192709896,0.10450216485366538,0.04613499656428469,0.05560639098904453,0.09212919928083113
240000.0,240000.0,976.089507866275,368.6581422759989,-154.93423461914062,6.378206729888916,5.601214408874512,1.6220112833341978,0.23797601252680894,0.42038320076326996,5.0632637402930545,0.3853432308938499,0.16345740668275868,0.06638846929062184,0.07635594459450802,0.1077628513548287,0.04345772703768451,0.06581812152299267,0.09141624862275617
250000.0,250000.0,759.4279729447132,418.32796563841794,-163.48770141601562,12.991153717041016,14.619241714477539,1.5593263946158509,0.3400721457192401,0.4508494054315369,4.755616756926351,0.4213586719608462,0.1430770926490537,0.07839983897193235,0.07219667612881096,0.08279260181635716,0.047863046352038086,0.06033107508098123,0.0939809970399806
260000.0,260000.0,605.1342122453093,309.21566038417546,-166.26913452148438,23.50494384765625,23.065370559692383,1.5501257771458061,0.2665492342367999,0.4572348430612354,4.712062815131891,0.4263469537326391,0.1473444793291987,0.07502847110403081,0.05830392076124795,0.08558557617756633,0.0485618303729976,0.07087193259124058,0.08795683593107934
270000.0,270000.0,835.7860598644845,115.90148883319208,-175.47836303710938,13.40599536895752,12.146893501281738,1.5386203562066147,0.2211151917784185,0.4556142795425939,4.658159235261413,0.42311625975402256,0.16207166136466356,0.06130576165540496,0.049634982553348014,0.08702873306993697,0.04258410816594785,0.08783711302815113,0.08642138040852543
280000.0,280000.0,3018.280344994768,91.26672430075716,-187.84657287597656,82.3214111328125,54.577693939208984,1.48919919479955,0.29944587972801684,0.48652589915496175,4.433543692187658,0.46203634117484843,0.14296815842321015,0.07702101266920403,0.056809518443780974,0.06864063386101003,0.036659534850603,0.06725156611994004,0.08861323445740533
290000.0,290000.0,2341.143444633699,624.2144082910696,-191.29006958007812,12.067100524902344,12.229086875915527,1.4459398241069092,0.31708485299409794,0.5101417392399845,4.24584061165821,0.483460715137966,0.1506034184614652,0.062384115464827215,0.0630130881999412,0.06044973100128509,0.04416840377954556,0.047988978323666935,0.08793154963130163
300000.0,300000.0,2735.584199407824,363.5146785716056,-197.37596130371094,6.214731216430664,7.057023048400879,1.5329822100043498,0.2880949287220861,0.46628076389921524,4.631969751905057,0.44481308201524583,0.14476579239200138,0.07502317893938976,0.0651010274989254,0.06874807517128079,0.04222379999788193,0.0665035464160082,0.09282149756926728
310000.0,310000.0,2978.1487922910082,246.00616236217292,-185.99546813964844,25.340635299682617,21.657928466796875,1.4912867487162507,0.2982331500454194,0.47836739898117914,4.442808620841576,0.455154967739624,0.13608536197148868,0.06984764386913511,0.0613418111248081,0.06881963214130778,0.05349891334781178,0.06436240942693726,0.09088926037888768
320000.0,320000.0,2509.4493686230335,725.0777038474786,-195.1790771484375,23.71883773803711,33.717857360839844,1.5404727977135886,0.24127525681807066,0.45614799438681786,4.666796200041091,0.4354676920579101,0.14696724466604144,0.07343081088557063,0.05124905672148241,0.07469717549729737,0.05082937853973676,0.07301951854139692,0.09433912309056332
330000.0,330000.0,2987.0718667059577,20.6818184318122,-202.4097442626953,12.19363021850586,12.235088348388672,1.5022858015361547,0.24155858750691664,0.47731023428052083,4.491945039188764,0.44476672430714,0.1538674023617389,0.07581589526547886,0.05444095198316927,0.06496206539386146,0.055886090482274074,0.06332765785977025,0.08693321234656738
340000.0,340000.0,1872.5565591078862,620.1563799003687,-200.54945373535156,11.766353607177734,16.685184478759766,1.5361591858091768,0.2566886862840466,0.4595255239843341,4.646708808151102,0.43695271697361693,0.14654165366000305,0.07119821884156757,0.05319309522640093,0.06516855998341618,0.051061940192850507,0.070651840123895,0.10523197499824949
350000.0,350000.0,856.3816482755883,14.497822980951149,-210.3372344970703,13.209175109863281,15.785011291503906,1.5274031535975547,0.2254799421166089,0.46971373009490563,4.606199684557227,0.4617881877347547,0.13563577267970164,0.07321018287901232,0.03888319138314154,0.07230397567234276,0.049295022682306566,0.0861501972135336,0.08273346975520679
360000.0,360000.0,2661.8346574539837,613.4069639736349,-215.13525390625,9.333958625793457,9.044642448425293,1.525264357542738,0.25441852201450554,0.45811828111731073,4.596358490748947,0.4313299657352649,0.15759863289382303,0.06794548200839108,0.05203331389718561,0.08333204010181793,0.03662547984578084,0.07516436115577467,0.09597072436196069
370000.0,370000.0,2919.942755428621,20.55517997019922,-207.62985229492188,270.40814208984375,264.32830810546875,1.4723651749638118,0.29386415069772126,0.48244350845440875,4.359534017651607,0.45154058267037217,0.16101894270884198,0.06548951608691489,0.04627236914798979,0.085675239642434,0.030408962331714917,0.05931191565185362,0.10028247175987905
380000.0,380000.0,1705.8445759208826,714.5581892305964,-216.03744506835938,13.107122421264648,10.37950325012207,1.5070272704018677,0.24920529374859862,0.47350251639504565,4.5132940295286,0.43977647589328905,0.15383746531325387,0.06846223881928203,0.05021719746091052,0.08132825820776121,0.03638377339788835,0.07357819539464557,0.09641639551297093
390000.0,390000.0,2728.221234275558,566.0296312133155,-218.45281982421875,8.335183143615723,7.0042619705200195,1.4861723451028863,0.2716536567502575,0.4767151956642481,4.4201443109944885,0.4362161639935621,0.17552646767158467,0.05931103570586935,0.04425218256643561,0.09202995156394751,0.03391061450145424,0.06056497364057337,0.09818861035657367
400000.0,400000.0,2988.4688176558207,14.514423278042836,-219.0677947998047,18.096607208251953,10.655622482299805,1.4726840163867665,0.29319082943976665,0.4801674011830657,4.360924239299561,0.4436102329353361,0.13995849429022061,0.05872882509423637,0.04406011776559981,0.10487653056559129,0.03579407918900433,0.06675586656988884,0.10621585359012263
410000.0,410000.0,2315.8767943151606,726.6305337374157,-226.16079711914062,8.930501937866211,6.247849464416504,1.490224567932568,0.2581622465377068,0.47385424256582404,4.438092060262392,0.4375056953666912,0.1549792884428398,0.06979073462364149,0.04501998993607958,0.08585205646880979,0.04253266857905185,0.06219413528762001,0.10212543129526495
420000.0,420000.0,1003.7177871551519,82.04534029812721,-223.6823272705078,13.874042510986328,28.231407165527344,1.5264945821255318,0.22891895544863142,0.4672180549661698,4.602016523567534,0.4438154148345919,0.1458859592462277,0.06961902459437701,0.04722577081994661,0.08157960398997552,0.043818697230208994,0.06990830313392371,0.09814722615074904
430000.0,430000.0,1244.7433123039223,110.77167382167991,-229.89761352539062,25.43630599975586,37.74327850341797,1.48596329418752,0.22247719704391694,0.47912558020150375,4.419220372358698,0.4458169397741246,0.1665280354997032,0.07414361383215548,0.04098521279490558,0.07162061558451209,0.04117065385292288,0.06916247349428431,0.09057245516739244
440000.0,440000.0,1035.809226820318,8.83474897393135,-228.15005493164062,23.564105987548828,12.50715160369873,1.4972385763182787,0.22797020856152592,0.4747177770160025,4.469330299759441,0.4623512058454615,0.15277535378109053,0.07466662015898938,0.03725179413642462,0.06712168802811137,0.05318727059350701,0.07353034033162585,0.07911572712478926
450000.0,450000.0,932.900053277583,19.684724724488213,-229.52142333984375,17.510662078857422,11.017757415771484,1.5105402942772892,0.23627261376760203,0.4761861375869937,4.529177221893146,0.45710540934786426,0.14366790546829353,0.07141505145047859,0.04862889134583159,0.0631802577136955,0.04906853135955597,0.0717496695309352,0.09518428378334505
460000.0,460000.0,1604.2812884763873,583.2413316979585,-228.06016540527344,16.746572494506836,8.860489845275879,1.5466189835404378,0.19680261539194724,0.44723234628601527,4.69556752308041,0.4082683769649132,0.17202313324497248,0.06631408214250763,0.04594691237168886,0.08006908621146136,0.053856754500451944,0.06530409939185974,0.10821755517214454
470000.0,470000.0,2727.8668379646047,764.7501683476288,-226.12155151367188,31.467525482177734,19.02213478088379,1.5281275903105394,0.2577094655055107,0.45131443049222014,4.609537793694475,0.41707274898114866,0.16924307547904544,0.06449557219929802,0.0447368612994328,0.10272526653453558,0.0390433957240333,0.06672192739834958,0.09596115238415619
480000.0,480000.0,1980.7247418309103,988.9845716648817,-227.98585510253906,10.118273735046387,10.215765953063965,1.5388593109487068,0.21666487118659636,0.4483566659171779,4.659272457499668,0.4057783068494422,0.17406467993943553,0.06839899158934037,0.045725575528305716,0.08800300431813214,0.04394501817539039,0.06432356084467822,0.1097608627552747
490000.0,490000.0,1969.2498741649852,963.6481003459099,-239.20425415039062,10.10537052154541,10.607336044311523,1.5161457216835983,0.23945054735107532,0.45610669453419456,4.554636484382094,0.4263930779509734,0.1561860713613104,0.06860045705016637,0.0457744155952811,0.08159204061717741,0.03945466830257668,0.07111643683386473,0.1108828322886486
500000.0,500000.0,949.5922425543442,48.52382502376613,-233.00791931152344,13.246509552001953,9.419885635375977,1.5415817486575445,0.2169215056290074,0.45667308011517227,4.671974318701506,0.44231707186213587,0.15442252247183294,0.07449245590362863,0.0487700412406969,0.060960390378205,0.05113570080571656,0.0757319727691269,0.0921698445686563
510000.0,510000.0,958.1415024711712,6.7103710399406635,-233.20504760742188,11.25366497039795,12.928630828857422,1.537988992427962,0.22187913780063728,0.46009598166044224,4.655219170467944,0.4386434886805325,0.1514048108889369,0.06884529449821031,0.05235629401316357,0.07055442453784906,0.04729682210718309,0.07033354145718869,0.10056532381693596
520000.0,520000.0,3077.203295288268,40.22984307248269,-233.91297912597656,15.426254272460938,16.076940536499023,1.5129051766102115,0.25885315615896237,0.45310886378905296,4.539900868170873,0.41093000476622094,0.1725590424436671,0.0894852283601745,0.05148792228374321,0.08549963509736427,0.0318586799983515,0.049769196452145656,0.10841029059833238
530000.0,530000.0,3166.2307620602733,14.165041806753491,-245.87628173828125,7.138280868530273,5.847570419311523,1.5376258362819923,0.25943571574523244,0.45190776674085664,4.653528905948904,0.4169011601727262,0.1680845167654774,0.08701089141820513,0.051249062139905766,0.08948164782593056,0.032858951579629425,0.057519196531099326,0.09689457356702613
540000.0,540000.0,2192.46046329559,829.4147717802927,-235.9647674560547,6.69391393661499,6.706082344055176,1.5410903544395524,0.22956750951890487,0.4493415071652492,4.669679101509102,0.41680792590978805,0.16391173271131992,0.07131763752093438,0.05000921629612148,0.07988227251192781,0.04496626856270513,0.06393031959622526,0.10917462689097931
550000.0,550000.0,3219.9759017472693,26.028764322329998,-237.720703125,11.320793151855469,10.518670082092285,1.5363207487064339,0.2536176631907304,0.4470533876448426,4.6474596045376435,0.4122605786017375,0.17419366182665022,0.07123834552681378,0.04878994508663548,0.08914041761224221,0.035780117788485596,0.05958162826251939,0.10901530529491549
560000.0,560000.0,1153.7218700574554,69.42294187446257,-247.2308349609375,12.139140129089355,11.52927303314209,1.5283822903354218,0.21413127273768046,0.46368718068455667,4.610711992613125,0.45337559110856557,0.1357442048503024,0.07011853047931006,0.053027464897242145,0.06492355983337393,0.0517111675320846,0.08114573365266725,0.0899537476464539
570000.0,570000.0,2971.187601714827,506.0613931615829,-240.93606567382812,7.309751510620117,7.2271528244018555,1.5341591113200121,0.21709773503220173,0.44928683370958716,4.6374243323220234,0.40818034285790433,0.17090447562865158,0.08549162709255247,0.0471498742439671,0.07994165088026191,0.03211342760745688,0.06603809074438458,0.11018051094482188
580000.0,580000.0,1614.6412195912083,779.6508625420555,-244.99496459960938,8.820358276367188,12.116336822509766,1.5383921672981524,0.2214463815467801,0.4480111776675967,4.657096416256441,0.42009088026476515,0.1637390231539909,0.07230577905688183,0.05044036346437964,0.07346753260140279,0.040936719553451434,0.06991852158765169,0.10910118031747605
590000.0,590000.0,1001.4643491477813,82.71632212487384,-244.7292022705078,6.640247344970703,8.058184623718262,1.526004519841027,0.20655416770906196,0.45800446426468316,4.599761801358949,0.446263760328229,0.1489885285143137,0.07252777941000065,0.052613211090150463,0.062806874403872,0.04252017297768808,0.09506287707859913,0.0792167961971464
600000.0,600000.0,2760.6402685258417,726.5167215296258,-245.0661163330078,11.235328674316406,6.9775285720825195,1.548372418033066,0.2363888564264544,0.44445864950955477,4.703808115696179,0.4151954645610713,0.15978975898811018,0.07982663105275165,0.05309495101409878,0.08754016995702966,0.037015810314805164,0.06030797960734378,0.10722923450479144
610000.0,610000.0,2937.575151628926,521.1237220931134,-240.7877197265625,19.951148986816406,12.459527969360352,1.5322959237393041,0.25397119299929183,0.45411923678248817,4.628791985237751,0.41451415779430295,0.17650897413565572,0.08371142569173073,0.057072026146721355,0.08508966063153367,0.032324354438841116,0.05995387699959145,0.0908255241616245
620000.0,620000.0,3217.6289813867693,29.64750152172429,-254.97409057617188,6.250943183898926,4.734964847564697,1.5454496745333821,0.25556196730888264,0.44641832876852094,4.69008016251773,0.40759260125575186,0.17018419091446543,0.07333870448614822,0.05588690459149888,0.08604282891738187,0.03856052738204473,0.05848730269088388,0.10990693976182526
630000.0,630000.0,2981.8598548080568,535.595471745709,-251.77056884765625,4.086549758911133,3.0799098014831543,1.5391139387854786,0.24177300363297402,0.45233677558279844,4.660458989022018,0.4182052852768082,0.15826887301119272,0.07889856558718933,0.05236830550017682,0.07846270653999048,0.04158180956120733,0.06487608963922094,0.10733836488421451
640000.0,640000.0,1256.7036358150888,123.37956993821132,-244.74900817871094,6.012176513671875,7.728246688842773,1.540392464267119,0.2181969946668424,0.45765778193607887,4.666421315276464,0.4415800766827087,0.1437871609220601,0.07967688429127842,0.055633303069164204,0.05737243403904804,0.052990775009752175,0.07792512304150574,0.09103424294448201
650000.0,650000.0,3058.718042092883,357.96554784362695,-248.83926391601562,15.161916732788086,24.07080841064453,1.5786479601367598,0.21575423648905756,0.43172520679869036,4.8483961529054085,0.3900512046117527,0.19095509458702883,0.07017103418049567,0.05231937040498674,0.09454014188692028,0.03867011247762058,0.06504730399712662,0.0982457378540678
660000.0,660000.0,1512.1828272060002,217.30845693515587,-243.21444702148438,7.608827590942383,10.19827651977539,1.5604419874910271,0.20972146977333483,0.44912418491497796,4.760925049493594,0.42402215793111514,0.16029613103546805,0.0832034190761886,0.05438972070984012,0.06645392376562616,0.0461970147728744,0.07602442455776852,0.08941320815111942
670000.0,670000.0,1869.1154799274059,757.6363623196261,-243.45614624023438,4.2234930992126465,3.9442031383514404,1.571761811963674,0.21284280054856308,0.44247075394950186,4.815124068324322,0.4161034821186098,0.15749069816141803,0.07329167377494208,0.05052565860882886,0.07672423842288872,0.04575893251979524,0.07725222004917714,0.10285309634433933
680000.0,680000.0,1001.7830952219917,74.09279900937678,-244.00257873535156,5.766237258911133,10.825518608093262,1.5606591282957458,0.19720372001205302,0.4506302372742489,4.761958952837287,0.44234250224144306,0.14270198954842292,0.07428673701423615,0.05374206962448913,0.06138763877477569,0.04634363770184938,0.09057813872508079,0.08861728636970329
690000.0,690000.0,1611.4167140919828,792.5263905604497,-253.96588134765625,7.4012064933776855,6.36376953125,1.5720619177584467,0.2148846899114906,0.4463202984498664,4.816569331814903,0.4158089597066829,0.1612373218731928,0.07975135945423452,0.05528084311943807,0.0747729953731213,0.04495790488973682,0.07462931111813102,0.0935613044654629
700000.0,700000.0,2032.4821774167353,1038.1053775324806,-250.0802001953125,11.421430587768555,12.369098663330078,1.5828569202482488,0.20560644086575156,0.4344587155016225,4.868845864738917,0.40522032493360666,0.1656599596815659,0.07916986384187573,0.05263201090772732,0.0815483231453851,0.04462723829736512,0.07198049896642109,0.09916178022605295
710000.0,710000.0,1492.4592226020777,480.6157587164728,-250.65045166015625,7.931155681610107,7.0884599685668945,1.5582975520116444,0.22163879191046637,0.44967384309329433,4.750726491885426,0.4250299998073873,0.14678810804804693,0.07768119855732562,0.05800370949417548,0.0694829567549745,0.04827524797368608,0.08056259972855184,0.09417617963585244
720000.0,720000.0,2276.439090364757,858.8824501807848,-253.17391967773438,34.05653762817383,42.663482666015625,1.5497194890432626,0.23084853975561964,0.44397535904853974,4.710148748929158,0.4091229025193918,0.17044449434008271,0.07606690187115793,0.052177229006558516,0.08061894298059259,0.03692021522088159,0.06603899573055427,0.10861031833078094
730000.0,730000.0,2034.7356922507868,644.701097921179,-239.51419067382812,10.334393501281738,10.06634521484375,1.5432016000301896,0.21269510157260182,0.4487164797093346,4.679548355465403,0.4147894214322065,0.1714330948876405,0.07555220269087289,0.0502037788260889,0.07915332588721877,0.0380629585645446,0.06957804617446404,0.10122717153696466
740000.0,740000.0,2932.5693839390724,695.3478878695055,-247.3252410888672,8.382104873657227,12.81173324584961,1.539894281025682,0.24918747662508384,0.4460192430433284,4.664097161355045,0.41427630023833983,0.17142073285996992,0.07715975570067346,0.046920985724875915,0.08977501061011862,0.03516381202329952,0.06413079820524285,0.10115260463748091
750000.0,750000.0,2925.8504843810633,406.4763429280882,-254.83140563964844,4.531100273132324,4.4542083740234375,1.53574854784275,0.2549654498235569,0.44589355975892564,4.644801084814168,0.4150040749488093,0.17234544858366155,0.07329641684324163,0.04707205647416534,0.08846872073187025,0.035644844861784604,0.061490363631344344,0.10667807392512405
760000.0,760000.0,2396.741493839322,693.7446082277676,-251.9820556640625,3.6157031059265137,3.0789308547973633,1.5444550684860388,0.23505860408318704,0.4515688491128836,4.685417699466896,0.4191976101466506,0.1630813719098636,0.0743067340836106,0.05140083069737582,0.08591543742674887,0.04176435319065734,0.06226390341812357,0.10206975912696997
770000.0,770000.0,1851.1411702646533,648.964100635733,-254.41552734375,5.835417747497559,6.017722129821777,1.5373392940123405,0.22426127542579466,0.4583873910224509,4.652195664238478,0.4263198476815949,0.1591399107917277,0.08225771037776228,0.05078582955090794,0.08282034890567712,0.04130133724971529,0.061805149948576436,0.09556986549403734
780000.0,780000.0,3112.512463230037,338.3729082835987,-249.233642578125,7.8675127029418945,8.527495384216309,1.5509897934732089,0.2309643753313717,0.4431718059212624,4.716135873681071,0.4074001462526021,0.17459587427805745,0.07463705616549463,0.051283087545946245,0.09172983663275289,0.042742715739164494,0.06011954692513034,0.09749173646085225
790000.0,790000.0,1901.2885956827454,655.6725957488466,-245.334228515625,5.881695747375488,5.181025505065918,1.5376587652347715,0.23787322905046845,0.45866556434500194,4.65368214430548,0.4265827841252008,0.15852994032369266,0.07552907376151557,0.05509598340049913,0.08045074308519626,0.04557260646366681,0.06306630570454728,0.09517256313568144
800000.0,800000.0,3238.325367657262,13.849297615851508,-249.40045166015625,5.0451130867004395,5.188802719116211,1.556128091872797,0.24769228827419554,0.4422073942787891,4.740431151833611,0.39663251126769333,0.16026525817353762,0.07516746482935537,0.053851262267409016,0.10278144833206454,0.04542424933783839,0.05743335522270634,0.10844445056939453
810000.0,810000.0,3183.895682997075,246.16301600855246,-249.3826446533203,9.590065956115723,8.268963813781738,1.5661384200678117,0.21574765569481877,0.4353782662764681,4.788122729370459,0.39255961052670457,0.17153061012011325,0.07672895935993893,0.04901011950913646,0.09688400351554599,0.0403011821098311,0.06453069469399621,0.10845482016473347
820000.0,820000.0,3118.227272667365,106.36886436273028,-238.427490234375,10.36250114440918,7.012372970581055,1.5797069406120854,0.22091207966844514,0.43455454481307304,4.853533229319714,0.3814558346454636,0.17006010160923615,0.0766921510611909,0.056417001885365914,0.1043981949128268,0.04389031651934788,0.053830074178812935,0.11325632518775594
830000.0,830000.0,3035.5070378530727,317.4574685608424,-255.98626708984375,7.225905418395996,6.586945533752441,1.594938567728338,0.2308170516973909,0.42320408957736766,4.9280263229681065,0.3802207114426105,0.17252650881057208,0.08121098931030289,0.05762834054573794,0.09356474636857302,0.04950253502555265,0.0629612344444441,0.10238493405220714
840000.0,840000.0,2549.372069606428,798.1822803950106,-259.9216613769531,8.211282730102539,12.646209716796875,1.5660580336415584,0.21949015582134487,0.43353543710741654,4.787737844765738,0.40075439843386035,0.16912505255803278,0.07951629816899129,0.05340766698966885,0.08381400249224605,0.040011623717043546,0.06275418502731846,0.11061677261283799
850000.0,850000.0,1285.7363898051867,27.904004625837782,-249.53294372558594,6.417333126068115,6.514254570007324,1.5529818778898883,0.21335834819780525,0.44681275208032256,4.725540178436447,0.4305051872311682,0.15260188449849416,0.08469814233658916,0.05400304397054045,0.06819053331006238,0.03777622310654097,0.07699050825908682,0.09523447728751822
860000.0,860000.0,2632.417782686831,816.0732266494713,-261.1458740234375,28.672958374023438,23.327512741088867,1.5503330541708689,0.24127526533384874,0.4416522659675883,4.713039618725095,0.4055366153563165,0.16754549939221022,0.08035262994155004,0.05104884923072023,0.0894289601641568,0.04265336258914149,0.06007595509758429,0.10335812822831902
